id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm823355,Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,"['thriller', 'action', 'crime']",US,NA,tt7832848,5.6,3927,14.613,6.7,United States,,
tm180572,Insidious: Chapter 2,MOVIE,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,2013,PG-13,106,"['thriller', 'horror']",US,NA,tt2226417,6.5,167549,52.127,6.7,United States,,
tm352243,Interview with a Serial Killer,MOVIE,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds.",2008,PG-13,44,"['documentation', 'crime']",US,NA,tt6978288,5.9,595,1.543,5.1,United States,,
tm822596,Into the Beat,MOVIE,A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,2020,NA,102,"['drama', 'music', 'romance', 'european']",DE,NA,tt10662234,5.3,1313,6.735,6.4,Germany,,
tm225308,Into the Inferno,MOVIE,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",2016,NA,104,['documentation'],CA,NA,tt4846318,7.2,8512,15.949,7.1,Canada,,
tm76066,Into the Wild,MOVIE,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",2007,R,140,['drama'],US,NA,tt0758758,8.1,611379,15.658,7.8,United States,,
tm1165244,Into the Wind,MOVIE,"She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and passion. They will meet in Hel. The unusual charm of the boy makes the girl exceed her limits and enter a completely unknown world of kitesurfing, music and fun. The feeling that arises between them does not please her family or his friends. Is Ania and Michal's relationship strong enough to overcome adversities and become more than just a holiday love?",2022,NA,108,"['drama', 'romance', 'sport', 'comedy']",PL,NA,tt17044594,5.2,749,31.864,5.3,Poland,IM,Isle of Man
tm438105,Into the Wind,MOVIE,Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.,2018,NA,76,"['drama', 'european']",CZ,NA,tt8476276,4.2,42,1.301,4.5,Czech Republic,,
tm1063652,Intrusion,MOVIE,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",2021,NA,92,"['drama', 'thriller']",US,NA,tt5563324,5.3,15464,69.688,6,United States,NC,New Caledonia
tm856545,Intuition,MOVIE,"Police officer Pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. The prequel to ""Perdida"".",2020,NA,116,"['thriller', 'crime']",AR,NA,tt12282598,5.5,2613,13.733,6.3,Argentina,,
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",2002,PG-13,100,"['animation', 'fantasy', 'action', 'romance', 'comedy']",JP,NA,tt0366621,7.3,2127,31.534,7.6,Japan,,
tm138902,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,"Inuyasha and his brother, Sesshomaru, each inherited a sword from their father after his death. However, their father had a third sword, named Sounga, that he sealed away. Seven hundreds years after his death, Sounga awakens and threatens mankind's very existence. How will the children of the Great Dog Demon stop this unimaginable power?",2003,PG-13,99,"['fantasy', 'thriller', 'animation', 'action']",JP,NA,tt0396659,7.6,2206,38.412,7.8,Japan,,
tm89764,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,"The mysterious island of Houraijima has reappeared after 50 years, and with its reappearance has brought the attack of four gods, the Shitoushin, who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends, along with Sesshoumaru, to find a way to defeat the powerful Shitoushin.",2004,PG-13,88,"['fantasy', 'action', 'comedy', 'animation']",JP,NA,tt0473658,7.2,1826,37.944,7.7,Japan,,
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.",2001,PG-13,99,"['action', 'animation', 'fantasy']",JP,NA,tt0322645,7.2,2570,29.842,7.6,Japan,,
tm524282,Invader ZIM: Enter the Florpus,MOVIE,"ZIM discovers his almighty leaders never had any intention of coming to Earth and he loses confidence in himself for the first time in his life, which is the big break his human nemesis, Dib has been waiting for.",2019,NA,71,"['drama', 'family', 'horror', 'action', 'fantasy', 'animation', 'comedy', 'scifi', 'thriller']",US,NA,tt6744342,7.4,5656,14.179,7.5,United States,,
tm53625,Inventing David Geffen,MOVIE,"Notoriously press and camera-shy, David Geffen reveals himself for the first time in this unflinching portrait of a complex and compelling man. His far-reaching influence - as an agent and manager, record industry mogul, Hollywood and Broadway producer, and billionaire philanthropist - has helped shape American popular culture for the past four decades. This documentary offers a rare insight into the world of the man responsible for launching the early successes of Joni Mitchell, Tom Cruise, and Guns N??Roses; co-founded DreamWorks; produced Cats and Dreamgirls;  and is one of the largest contributors to the fight against AIDS. (SBS AU)  Geffen narrates his unorthodox rise from working class Brooklyn boy to billionaire entertainment power broker in extensive interviews.  American Masters explores the highs and the lows in Geffen?? professional and personal life through more than 50 new interviews with his friends, colleagues and clients, as well as other media luminaries. (PBS)",2012,NA,120,['documentation'],,NA,NA,NA,NA,2.015,7.8,#N/A,,
tm348467,Invisible,MOVIE,"Ely is 17 years old. After school, she works few hours at a pet shop. When Ely learns that she is pregnant, her inner world explodes even though she tries to go on with her daily routine as if nothing was different. She is afraid and upset, and she knows that, whatever she decides to do, there is no turning back.",2017,NA,87,['drama'],FR,NA,tt6596630,6,763,12.419,5.7,France,,
tm285317,IO,MOVIE,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",2019,PG-13,96,"['scifi', 'romance', 'drama']",US,NA,tt3256226,4.7,33724,20.028,4.9,United States,,
tm30205,Ip Man,MOVIE,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008,R,108,"['drama', 'fantasy', 'action', 'history']",HK,NA,tt1220719,8,221095,20.113,7.7,Hong Kong,,
tm103095,Ip Man 2,MOVIE,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",2010,R,108,"['drama', 'history', 'sport', 'action']",CN,NA,tt1386932,7.5,103673,3.156,7.4,People’s Republic of China,,
tm230551,Ip Man 3,MOVIE,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",2015,PG-13,105,"['drama', 'action', 'history']",HK,NA,tt2888046,7,54128,33.711,7,Hong Kong,,
tm315255,Ip Man 4: The Finale,MOVIE,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",2019,PG,107,"['drama', 'history', 'action']",CN,NA,tt2076298,7,30694,15.801,7.3,People’s Republic of China,,
tm845594,Irandam Ulagaporin Kadaisi Gundu,MOVIE,A hardworking lorry driver who works at an old paper mart learns about the presence of a bomb and does everything he can to stop it from exploding.,2019,NA,141,"['drama', 'thriller']",IN,NA,tt10996896,7.2,960,2.243,6.3,India,,
tm472411,Iron Fists and Kung Fu Kicks,MOVIE,"The wild untold story of the iconic Shaw Brothers who paved the way for the boom of the Kung fu film movement, which had a huge influence on the West that still continues today.",2019,NA,108,"['documentation', 'history']",AU,NA,tt10255782,6.6,1146,6.579,7,Australia,,
tm369179,Irreplaceable You,MOVIE,A couple who have known each other since 8 are destined to be together until death do them apart.,2018,NA,96,"['drama', 'comedy', 'romance']",US,NA,tt6119856,6.4,9442,18.453,7,United States,,
tm1028026,Irul,MOVIE,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement.",2021,NA,91,['thriller'],IN,NA,tt13103212,5.8,3021,4.449,5.7,India,,
tm819841,Isa Pa with Feelings,MOVIE,A frustrated architect finds solace with a deaf-mute neighbor. But their relationship is faced with challenges as miscommunications kicked in.,2019,NA,102,"['comedy', 'romance', 'drama']",PH,NA,tt10555482,7.9,332,2.226,7.4,"Philippines, Republic of the",,
tm134140,Ishq Vishk,MOVIE,"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing. Payal accepts, and accompanies him. During the outing, he gets intoxicated, and attempts to molest her, and she decides to dump him. Thereafter, slighted but not beaten - Rajiv turns on his charms on another beauty - the gorgeous Alisha Sahay. But will she be as permissible as Payal?",2003,NA,145,"['drama', 'comedy', 'romance']",IN,NA,tt0362771,6.1,4203,1.569,5.8,India,,
tm92977,Ishqiya,MOVIE,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",2010,R,115,"['comedy', 'thriller', 'romance', 'drama']",IN,NA,tt1345777,7.3,10415,5.089,6.3,India,,
tm849407,Isi & Ossi,MOVIE,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",2020,NA,113,"['romance', 'comedy']",DE,NA,tt9806322,6.4,8221,18.018,7,Germany,,
tm481188,Isoken,MOVIE,"Everyone in the Osayande family worries about Isoken. She's beautiful, successful, and surrounded by great family and friends, but she's still single at 34--a serious cause for concern in a culture obsessed with marriage. At her youngest sister's wedding, their overbearing mother thrusts her into an orchestrated matchmaking with the ultimate Edo man: Osaze. He's handsome, successful, and from a good family, which makes him perfect Nigerian-husband material. But in an unexpected turn of events, Isoken meets Kevin and falls in love with him, and he just might be what she truly wants in a partner. The only problem: not only is he not an Edo man--he is Oyinbo (Caucasian). Isoken is a romantic dramedy that explores cultural expectation, racial stereotypes, and the bonds that unite families in touching, dramatic, and comedic ways.",2017,NA,100,"['romance', 'drama', 'comedy']",NG,NA,tt6685776,6.6,306,2.468,4.7,Nigeria,,
